customer_id,full_name,nationality,region,customer_segment,risk_level,kyc_level,status,created_at
CUST003966,Amina Adams,Kenyan,Mukono,retail,low,Tier1,active,2024-05-30
CUST003967,Joseph Nakiganda,Ugandan,Bukomansimbi,retail,high,Tier2,dormant,2024-08-02
CUST003968,Irene Nakafeero,Ugandan,Bundibugyo,retail,low,Tier3,active,2024-07-14
CUST003969,Victor Ssempijja,Ugandan,Wakiso,retail,low,Tier3,active,2025-01-03
CUST003970,Harriet Nsereko,Ugandan,Kamuli,retail,medium,Tier3,active,2023-07-06
CUST003971,Mugisha Nakku,Ugandan,Kotido,retail,medium,Tier3,active,2025-07-14
CUST003972,Michael Nakiyingi,Ugandan,Kampala,retail,low,Tier3,dormant,2025-08-17
CUST003973,Amelia Clark,Kenyan,Mityana,retail,high,Tier1,active,2023-11-07
CUST003974,Abel Nakalema,Ugandan,Kakumiro,retail,low,Tier3,active,2024-10-23
CUST003975,Namutebi Kakooza,Ugandan,Bukomansimbi,retail,low,Tier3,dormant,2025-04-09
CUST003976,Daisy Opio,Ugandan,Gulu,retail,high,Tier1,active,2024-10-05
CUST003977,Deborah Naggenda,Ugandan,Wakiso,retail,high,Tier2,active,2025-06-28
CUST003978,Fred Okello,Ugandan,Mukono,retail,medium,Tier2,restricted,2025-10-08
CUST003979,Winnie Lwanga,Ugandan,Masaka,retail,medium,Tier2,dormant,2023-11-29
CUST003980,Richard Nalubega,Ugandan,Mbarara,retail,medium,Tier3,restricted,2024-03-31
CUST003981,Yusuf Ouma,Ugandan,Wakiso,retail,high,Tier3,restricted,2024-10-03
CUST003982,Janet Kayondo,Ugandan,Kampala,retail,low,Tier3,active,2026-02-12
CUST003983,Martin Kafuko,Ugandan,Kampala,retail,low,Tier3,active,2023-12-15
CUST003984,Naava Jjumba,Ugandan,Bundibugyo,retail,low,Tier2,dormant,2024-01-18
CUST003985,Juliet Kalibbala,Ugandan,Mukono,retail,high,Tier1,active,2024-02-20
CUST003986,Jacob Tabaaro,Ugandan,Hoima,retail,high,Tier1,active,2025-02-08
CUST003987,Namazzi Wandera,Ugandan,Mukono,retail,medium,Tier3,active,2023-01-18
CUST003988,Nakanwagi Bataringaya,Ugandan,Mbale,retail,medium,Tier1,active,2026-02-12
CUST003989,Doreen Nakkazi,Ugandan,Pallisa,retail,low,Tier2,active,2025-06-25
CUST003990,Chris Kabuye,Ugandan,Lira,retail,high,Tier1,active,2025-07-21
CUST003991,Noah Brown,Indian,Mbale,retail,medium,Tier3,active,2025-01-31
CUST003992,Martin Ssenfuma,Ugandan,Kasese,retail,low,Tier3,restricted,2025-08-03
CUST003993,Emma Garcia,Tanzanian,Kampala,retail,low,Tier1,restricted,2023-12-27
CUST003994,John Kazibwe,Ugandan,Gomba,retail,high,Tier1,active,2026-02-27
CUST003995,Grace Baker,Ethiopian,Wakiso,retail,medium,Tier2,active,2025-10-27
CUST003996,Kevin Bbaale,Ugandan,Mbarara,retail,high,Tier3,active,2023-04-08
CUST003997,Timothy Nakalema,Ugandan,Masaka,retail,low,Tier1,active,2025-02-17
CUST003998,Florence Oloya,Ugandan,Mukono,retail,medium,Tier2,active,2023-11-12
CUST003999,Nakanwagi Nakato,Ugandan,Mukono,retail,medium,Tier2,active,2023-09-16
CUST004000,Simon Nakimera,Ugandan,Gulu,retail,medium,Tier1,active,2026-02-04
CUST004001,Naava Bamwine,Ugandan,Kabarole,retail,low,Tier1,dormant,2024-05-04
CUST004002,Zahra Allen,Rwandan,Mbale,retail,medium,Tier3,active,2024-03-06
CUST004003,Michael Namirembe,Ugandan,Wakiso,retail,high,Tier2,active,2023-07-17
CUST004004,Sarah Scott,Kenyan,Fort Portal,retail,medium,Tier2,dormant,2025-04-27
CUST004005,Nakkazi Arinaitwe,Ugandan,Soroti,retail,medium,Tier3,active,2024-12-23
CUST004006,Nabasirye Akiiki,Ugandan,Mukono,retail,low,Tier3,restricted,2023-10-29
CUST004007,Nakintu Opio,Ugandan,Mukono,retail,low,Tier2,active,2024-11-17
CUST004008,Ali Anderson,Kenyan,Masaka,retail,high,Tier1,active,2025-11-24
CUST004009,Warren Babirye,Ugandan,Mukono,retail,high,Tier1,restricted,2025-08-29
CUST004010,Caroline Waiswa,Ugandan,Bukomansimbi,retail,low,Tier3,restricted,2026-01-20
CUST004011,Irene Mirembe,Ugandan,Kampala,retail,low,Tier3,active,2024-02-14
CUST004012,Juliet Muwanga,Ugandan,Kampala,retail,low,Tier2,active,2023-05-20
CUST004013,Edith Lwanga,Ugandan,Kampala,retail,medium,Tier3,restricted,2024-01-03
CUST004014,Caroline Kayemba,Ugandan,Hoima,retail,high,Tier3,dormant,2023-08-24
CUST004015,Lilian Mugabi,Ugandan,Kampala,retail,high,Tier3,active,2025-12-17
CUST004016,Akiiki Tindyebwa,Ugandan,Jinja,retail,medium,Tier2,active,2025-02-13
CUST004017,Rebecca Nandutu,Ugandan,Mukono,retail,low,Tier2,active,2023-09-01
CUST004018,Maria Kasule,Ugandan,Kabarole,retail,medium,Tier2,active,2025-08-29
CUST004019,David Naggenda,Ugandan,Kyotera,retail,high,Tier1,active,2023-12-05
CUST004020,Valerie Mulyagonja,Ugandan,Kampala,retail,medium,Tier2,active,2024-08-16
CUST004021,Caroline Nakacwa,Ugandan,Kibale,retail,medium,Tier3,dormant,2023-11-17
CUST004022,Diana Nabirye,Ugandan,Wakiso,retail,low,Tier1,dormant,2023-11-25
CUST004023,Faith Nakandi,Ugandan,Fort Portal,retail,low,Tier3,restricted,2024-06-29
CUST004024,Nabasirye Ssewanyana,Ugandan,Pallisa,retail,medium,Tier1,dormant,2025-10-27
CUST004025,Stephen Mayanja,Ugandan,Masaka,retail,low,Tier3,active,2025-06-22
CUST004026,Atwine Kansiime,Ugandan,Jinja,retail,low,Tier2,dormant,2024-02-09
CUST004027,Shamim Ocaya,Ugandan,Wakiso,retail,medium,Tier3,active,2025-09-15
CUST004028,Rose Kijjambu,Ugandan,Mbale,retail,high,Tier1,active,2025-01-21
CUST004029,Gertrude Nakafeero,Ugandan,Wakiso,retail,high,Tier3,active,2023-08-28
CUST004030,Asiimwe Yiga,Ugandan,Mukono,retail,low,Tier3,restricted,2024-12-12
CUST004031,Peace Kijjambu,Ugandan,Jinja,retail,high,Tier2,active,2025-10-03
CUST004032,Sarah Nakalema,Ugandan,Gomba,retail,high,Tier1,active,2023-08-09
CUST004033,Mercy Amanya,Ugandan,Kabarole,retail,medium,Tier3,active,2023-10-21
CUST004034,Proscovia Luyiga,Ugandan,Fort Portal,retail,low,Tier3,dormant,2025-04-28
CUST004035,Patience Isabirye,Ugandan,Wakiso,retail,high,Tier2,active,2025-10-20
CUST004036,Hellen Kayemba,Ugandan,Mbale,retail,low,Tier2,dormant,2024-04-07
CUST004037,Akena Tibyangye,Ugandan,Wakiso,retail,medium,Tier2,active,2025-07-02
CUST004038,Brian Muhangi,Ugandan,Hoima,retail,medium,Tier2,active,2024-02-13
CUST004039,Precious Mugerwa,Ugandan,Mukono,retail,high,Tier2,active,2023-06-26
CUST004040,Michael Walakira,Ugandan,Mukono,retail,high,Tier2,dormant,2024-06-06
CUST004041,Precious Ddamulira,Ugandan,Kabarole,retail,medium,Tier3,active,2026-03-24
CUST004042,Winnie Tumuhimbise,Ugandan,Tororo,retail,medium,Tier2,dormant,2025-12-18
CUST004043,Peter Nabweteme,Ugandan,Masaka,retail,low,Tier3,dormant,2025-02-17
CUST004044,Asiimwe Ssempijja,Ugandan,Kampala,retail,low,Tier1,dormant,2024-05-12
CUST004045,Richard Nakisige,Ugandan,Kalangala,retail,high,Tier1,dormant,2026-03-06
CUST004046,Edwin Nansubuga,Ugandan,Mukono,retail,high,Tier1,active,2025-11-01
CUST004047,Naava Nakiganda,Ugandan,Mbale,retail,high,Tier3,active,2023-07-06
CUST004048,Joseph Namugga,Ugandan,Gulu,retail,high,Tier3,active,2023-04-18
CUST004049,Victor Jjumba,Ugandan,Wakiso,retail,low,Tier1,restricted,2025-03-12
CUST004050,Adong Muhangi,Ugandan,Kampala,retail,medium,Tier1,active,2023-12-04
CUST004051,Mohammed Garcia,Kenyan,Kakumiro,retail,high,Tier1,active,2024-11-02
CUST004052,Elijah Otim,Ugandan,Masaka,retail,medium,Tier1,dormant,2026-01-17
CUST004053,Vincent Kafuko,Ugandan,Lwengo,retail,medium,Tier1,restricted,2024-09-26
CUST004054,Sheila Ladu,Ugandan,Kampala,retail,medium,Tier2,restricted,2023-03-13
CUST004055,Gerald Kigozi,Ugandan,Kumi,retail,low,Tier1,restricted,2023-06-23
CUST004056,Peace Amanya,Ugandan,Kumi,retail,medium,Tier1,dormant,2024-07-26
CUST004057,Catherine Byaruhanga,Ugandan,Lira,retail,high,Tier3,active,2025-02-14
CUST004058,Aisha Gitta,Ugandan,Kamuli,retail,high,Tier1,active,2025-06-20
CUST004059,Nakuya Nabweteme,Ugandan,Mbale,retail,low,Tier2,active,2023-09-29
CUST004060,Anena Nakayiza,Ugandan,Kakumiro,retail,low,Tier2,dormant,2024-11-08
CUST004061,Fatima Clark,South Sudanese,Mityana,retail,medium,Tier3,active,2024-03-29
CUST004062,James Nabaggala,Ugandan,Soroti,retail,medium,Tier3,active,2023-01-02
CUST004063,Akiiki Abigaba,Ugandan,Gulu,retail,low,Tier1,restricted,2024-02-02
CUST004064,Nabirye Nanyonjo,Ugandan,Mukono,retail,medium,Tier2,active,2024-02-23
CUST004065,Apollo Kayondo,Ugandan,Kyotera,retail,medium,Tier3,active,2023-11-07
CUST004066,Elijah Nakayiza,Ugandan,Kyotera,retail,medium,Tier2,active,2024-05-13
CUST004067,Nakato Ninsiima,Ugandan,Mbarara,retail,low,Tier2,active,2023-12-31
CUST004068,Grace Kaboyo,Ugandan,Masaka,retail,high,Tier3,active,2025-12-29
CUST004069,Denis Gitta,Ugandan,Fort Portal,retail,low,Tier3,active,2024-08-02
CUST004070,Dorothy Asiimwe,Ugandan,Mukono,retail,low,Tier1,active,2024-10-28
CUST004071,Lloyd Kalyegira,Ugandan,Mukono,retail,medium,Tier3,active,2023-09-29
CUST004072,Nambooze Nakacwa,Ugandan,Kampala,retail,high,Tier2,active,2024-11-29
CUST004073,Mugisha Kahinda,Ugandan,Mukono,retail,low,Tier3,dormant,2023-12-30
CUST004074,Robert Ocaya,Ugandan,Jinja,retail,medium,Tier3,active,2025-05-29
CUST004075,Martin Mulyagonja,Ugandan,Mbarara,retail,medium,Tier3,restricted,2023-07-22
CUST004076,Juliet Magezi,Ugandan,Wakiso,retail,low,Tier3,active,2023-12-10
CUST004077,Namata Nassaka,Ugandan,Mukono,retail,high,Tier3,dormant,2025-04-30
CUST004078,Doreen Nabunya,Ugandan,Gomba,retail,medium,Tier1,dormant,2023-06-26
CUST004079,Emmanuel Nassaka,Ugandan,Masaka,retail,medium,Tier1,active,2025-11-22
CUST004080,Irene Waiswa,Ugandan,Mbale,retail,high,Tier1,active,2025-07-09
CUST004081,Judith Nabweteme,Ugandan,Wakiso,retail,high,Tier3,restricted,2025-03-30
CUST004082,Abel Kansiime,Ugandan,Mukono,retail,medium,Tier3,dormant,2023-12-29
CUST004083,Patrick Nakafeero,Ugandan,Lira,retail,high,Tier2,dormant,2025-08-23
CUST004084,Saul Magezi,Ugandan,Lwengo,retail,medium,Tier1,active,2023-04-16
CUST004085,Judy Kagimu,Ugandan,Fort Portal,retail,medium,Tier1,active,2025-04-20
CUST004086,Nakimera Nabawanuka,Ugandan,Masaka,retail,medium,Tier2,restricted,2025-06-28
CUST004087,Namutebi Byarugaba,Ugandan,Masaka,retail,low,Tier1,active,2026-03-02
CUST004088,Gift Bataringaya,Ugandan,Masaka,retail,medium,Tier1,dormant,2023-01-28
CUST004089,Nakanwagi Muhangi,Ugandan,Kalangala,retail,medium,Tier3,dormant,2024-02-06
CUST004090,Jackline Nalubega,Ugandan,Gulu,retail,medium,Tier3,dormant,2025-03-10
CUST004091,Apollo Nabukenya,Ugandan,Kamuli,retail,low,Tier1,dormant,2025-11-07
CUST004092,Abel Bashaija,Ugandan,Masaka,retail,medium,Tier1,active,2026-01-27
CUST004093,Warren Ssewanyana,Ugandan,Hoima,retail,low,Tier2,active,2025-03-22
CUST004094,Solomon Amanya,Ugandan,Mbarara,retail,low,Tier3,dormant,2026-01-14
CUST004095,Trevor Kikomeko,Ugandan,Kyenjojo,retail,low,Tier2,dormant,2024-12-01
CUST004096,Moses Luyiga,Ugandan,Masaka,retail,high,Tier2,restricted,2025-09-27
CUST004097,Trevor Zziwa,Ugandan,Kampala,retail,low,Tier3,active,2024-06-26
CUST004098,Norah Bbaale,Ugandan,Wakiso,retail,medium,Tier1,active,2025-11-11
CUST004099,Nakkazi Namutebi,Ugandan,Wakiso,retail,medium,Tier3,active,2025-05-24
CUST004100,Nabasirye Walakira,Ugandan,Kyegegwa,retail,medium,Tier2,dormant,2024-03-17
CUST004101,Judith Mugabi,Ugandan,Kabarole,retail,medium,Tier2,dormant,2025-05-23
CUST004102,Gift Asiimwe,Ugandan,Wakiso,retail,high,Tier1,restricted,2026-01-19
CUST004103,Nakanwagi Kalyegira,Ugandan,Kampala,retail,high,Tier3,restricted,2026-02-01
CUST004104,Zaituni Wabwire,Ugandan,Masaka,retail,medium,Tier1,active,2026-02-05
CUST004105,Achan Komakech,Ugandan,Mbarara,retail,low,Tier3,active,2024-07-11
CUST004106,Zaina Tindyebwa,Ugandan,Gulu,retail,medium,Tier2,active,2024-01-05
CUST004107,Naava Kahinda,Ugandan,Lyantonde,retail,high,Tier2,active,2023-09-14
CUST004108,Elijah Nalubega,Ugandan,Lira,retail,high,Tier2,dormant,2024-10-31
CUST004109,Anena Olara,Ugandan,Lira,retail,medium,Tier3,dormant,2023-11-07
CUST004110,Faith Komakech,Ugandan,Kiboga,retail,high,Tier3,active,2023-05-19
CUST004111,Brian Tabaaro,Ugandan,Mukono,retail,low,Tier1,active,2024-03-03
CUST004112,Atwine Kijjambu,Ugandan,Gulu,retail,low,Tier2,active,2023-01-04
CUST004113,Michael Smith,Congolese,Kasese,retail,high,Tier1,active,2023-05-25
CUST004114,Michael Babirye,Ugandan,Kampala,retail,low,Tier1,restricted,2026-03-28
CUST004115,Nabasirye Oringa,Ugandan,Mbarara,retail,medium,Tier1,dormant,2024-01-01
CUST004116,Warren Akello,Ugandan,Jinja,retail,medium,Tier1,dormant,2024-03-18
CUST004117,Nakanwagi Tumuhimbise,Ugandan,Mbale,retail,high,Tier2,active,2024-10-23
CUST004118,Simon Tumuhimbise,Ugandan,Mukono,retail,medium,Tier3,dormant,2023-04-16
CUST004119,Sarah Nakkazi,Ugandan,Mukono,retail,low,Tier1,active,2025-06-22
CUST004120,Nakato Kalibbala,Ugandan,Masaka,retail,medium,Tier1,dormant,2023-09-13
CUST004121,Alexander Garcia,Nigerian,Soroti,retail,low,Tier2,restricted,2025-12-23
CUST004122,Racheal Namutebi,Ugandan,Kumi,retail,high,Tier1,active,2025-02-04
CUST004123,Evelyn Martin,Indian,Kampala,retail,medium,Tier1,active,2025-02-06
CUST004124,Atim Katusiime,Ugandan,Mbarara,retail,high,Tier1,restricted,2023-11-01
CUST004125,Hellen Ssempijja,Ugandan,Kampala,retail,low,Tier3,active,2025-10-01
CUST004126,Nakato Nakacwa,Ugandan,Hoima,retail,medium,Tier2,restricted,2024-01-09
CUST004127,Shamim Muhangi,Ugandan,Gulu,retail,low,Tier2,restricted,2023-07-29
CUST004128,Nambi Ssenfuma,Ugandan,Lyantonde,retail,medium,Tier3,restricted,2024-10-30
CUST004129,Nabirye Kansiime,Ugandan,Jinja,retail,high,Tier1,active,2024-03-13
CUST004130,Gift Olara,Ugandan,Mukono,retail,medium,Tier1,active,2026-03-29
CUST004131,Warren Luyiga,Ugandan,Mbarara,retail,low,Tier3,active,2025-08-24
CUST004132,Noah Byaruhanga,Ugandan,Lira,retail,high,Tier1,restricted,2025-12-08
CUST004133,Daisy Okello,Ugandan,Kampala,retail,medium,Tier2,active,2024-11-28
CUST004134,Florence Ninsiima,Ugandan,Kampala,retail,high,Tier2,active,2024-08-23
CUST004135,Stephen Akena,Ugandan,Mukono,retail,medium,Tier1,active,2026-03-21
CUST004136,Grace Johnson,Kenyan,Mbarara,retail,high,Tier3,active,2023-01-28
CUST004137,Gerald Babirye,Ugandan,Gomba,retail,high,Tier2,dormant,2023-02-02
CUST004138,Trevor Mukwaya,Ugandan,Mbarara,retail,low,Tier3,active,2024-11-10
CUST004139,Olivia Oringa,Ugandan,Wakiso,retail,low,Tier1,active,2026-01-07
CUST004140,Charles Kiconco,Ugandan,Mbale,retail,medium,Tier1,active,2024-11-02
CUST004141,Charles Ddamulira,Ugandan,Mbale,retail,medium,Tier1,active,2024-08-27
CUST004142,Abel Kalyango,Ugandan,Kiboga,retail,high,Tier1,active,2025-08-02
CUST004143,Sylvia Mugerwa,Ugandan,Hoima,retail,high,Tier3,active,2026-03-04
CUST004144,Lawrence Ssenoga,Ugandan,Kasese,retail,high,Tier2,active,2024-02-26
CUST004145,Deborah Nakayiza,Ugandan,Lyantonde,retail,high,Tier2,active,2026-01-16
CUST004146,Joy Namirembe,Ugandan,Kumi,retail,high,Tier1,active,2023-12-31
CUST004147,Racheal Namirembe,Ugandan,Kampala,retail,high,Tier2,active,2024-04-19
CUST004148,Patrick Tabaaro,Ugandan,Bundibugyo,retail,low,Tier2,active,2023-12-08
CUST004149,Ben Tibyangye,Ugandan,Kamuli,retail,low,Tier2,restricted,2025-10-17
CUST004150,Nicholas Kabuye,Ugandan,Soroti,retail,high,Tier3,active,2025-08-18
CUST004151,Namyalo Mitala,Ugandan,Wakiso,retail,high,Tier3,active,2024-01-18
CUST004152,Esther Nakitto,Ugandan,Kampala,retail,high,Tier2,active,2023-11-28
CUST004153,Gloria Kabagenyi,Ugandan,Kiboga,retail,high,Tier1,active,2023-06-25
CUST004154,Mercy Mulindwa,Ugandan,Masaka,retail,medium,Tier3,active,2023-10-15
CUST004155,Charlotte Anderson,Indian,Fort Portal,retail,high,Tier2,active,2023-12-09
CUST004156,Nancy Ssentongo,Ugandan,Fort Portal,retail,low,Tier1,restricted,2023-03-01
CUST004157,Edith Kiyingi,Ugandan,Wakiso,retail,medium,Tier2,active,2022-12-25
CUST004158,George Kalibbala,Ugandan,Nebbi,retail,low,Tier1,restricted,2024-09-09
CUST004159,Edwin Yiga,Ugandan,Jinja,retail,medium,Tier1,dormant,2023-04-18
CUST004160,Violet Kikomeko,Ugandan,Kampala,retail,medium,Tier3,active,2026-01-09
CUST004161,Ian Nakibuuka,Ugandan,Kamuli,retail,high,Tier3,dormant,2023-01-07
CUST004162,Benjamin Garcia,South Sudanese,Tororo,retail,medium,Tier2,active,2025-04-14
CUST004163,Judith Akena,Ugandan,Bundibugyo,retail,low,Tier3,active,2026-01-06
CUST004164,Michael Atim,Ugandan,Wakiso,retail,medium,Tier3,active,2023-10-03
CUST004165,Elijah Martin,Tanzanian,Tororo,retail,high,Tier2,active,2026-01-18
CUST004166,Yusuf Walker,Ethiopian,Wakiso,retail,high,Tier2,active,2023-07-16
CUST004167,Noah Kikomeko,Ugandan,Mukono,retail,low,Tier1,restricted,2024-02-06
CUST004168,John Nakafeero,Ugandan,Gulu,retail,medium,Tier3,active,2023-10-24
CUST004169,Ian Pereza,Ugandan,Jinja,retail,low,Tier2,active,2023-04-15
CUST004170,James Nansubuga,Ugandan,Kampala,retail,low,Tier3,active,2023-02-08
CUST004171,Annet Tindyebwa,Ugandan,Kampala,retail,high,Tier2,active,2023-11-06
CUST004172,Namutebi Babirye,Ugandan,Mbale,retail,low,Tier3,restricted,2023-12-22
CUST004173,Tabitha Kagimu,Ugandan,Lwengo,retail,low,Tier2,active,2025-12-16
CUST004174,Namutebi Mugerwa,Ugandan,Wakiso,retail,high,Tier2,active,2025-02-18
CUST004175,Trevor Kabuye,Ugandan,Kyegegwa,retail,medium,Tier3,dormant,2026-01-28
CUST004176,David Martinez,South Sudanese,Sembabule,retail,low,Tier3,restricted,2023-01-26
CUST004177,Proscovia Bukenya,Ugandan,Masaka,retail,medium,Tier3,active,2024-01-31
CUST004178,Norah Barasa,Ugandan,Mukono,retail,medium,Tier2,restricted,2026-01-21
CUST004179,Peace Acen,Ugandan,Lwengo,retail,low,Tier1,active,2025-03-08
CUST004180,Lawrence Kijjambu,Ugandan,Gulu,retail,medium,Tier3,active,2023-01-06
CUST004181,Edwin Kato,Ugandan,Wakiso,retail,high,Tier1,active,2024-05-14
CUST004182,Naggayi Ssentongo,Ugandan,Kampala,retail,high,Tier2,dormant,2023-07-13
CUST004183,Simon Nsubuga,Ugandan,Hoima,retail,medium,Tier3,restricted,2026-03-22
CUST004184,Nakanwagi Tumusiime,Ugandan,Mpigi,retail,low,Tier3,dormant,2025-07-01
CUST004185,Rachel Garcia,Rwandan,Mbarara,retail,low,Tier1,dormant,2024-06-22
CUST004186,Ronald Bbaale,Ugandan,Lira,retail,medium,Tier2,active,2025-05-14
CUST004187,Zaituni Bukenya,Ugandan,Wakiso,retail,high,Tier1,active,2023-07-26
CUST004188,Elijah Nakitto,Ugandan,Jinja,retail,low,Tier2,dormant,2023-05-07
CUST004189,Triza Nakandi,Ugandan,Wakiso,retail,high,Tier3,active,2023-03-07
CUST004190,Tabitha Nansubuga,Ugandan,Kampala,retail,high,Tier2,active,2024-09-04
CUST004191,Olivia Nakato,Ugandan,Jinja,retail,high,Tier3,active,2025-12-24
CUST004192,Fred Twinamatsiko,Ugandan,Hoima,retail,medium,Tier2,active,2023-04-02
CUST004193,Zaituni Ssewava,Ugandan,Kalungu,retail,medium,Tier1,active,2024-03-23
CUST004194,Chris Yiga,Ugandan,Kampala,retail,medium,Tier2,active,2025-07-23
CUST004195,Daniel Opio,Ugandan,Kampala,retail,medium,Tier3,active,2024-01-26
CUST004196,Sheila Tumusiime,Ugandan,Lira,retail,low,Tier1,restricted,2026-02-16
CUST004197,Patrick Malinga,Ugandan,Gulu,retail,medium,Tier1,active,2024-02-25
CUST004198,Namyalo Nakandi,Ugandan,Gulu,retail,low,Tier3,restricted,2024-09-12
CUST004199,Namyalo Bagiire,Ugandan,Gulu,retail,medium,Tier1,active,2022-12-28
CUST004200,Evelyn Walker,Rwandan,Lira,retail,low,Tier3,active,2023-07-17
CUST004201,Nabulime Waiswa,Ugandan,Kyotera,retail,medium,Tier2,active,2025-02-20
CUST004202,Nakkazi Ssekiziyivu,Ugandan,Wakiso,retail,high,Tier2,active,2023-05-01
CUST004203,Valerie Galiwango,Ugandan,Arua,retail,high,Tier1,dormant,2024-02-05
CUST004204,Lloyd Tabaaro,Ugandan,Mbale,retail,medium,Tier2,dormant,2023-03-29
CUST004205,Joy Lwanga,Ugandan,Kalangala,retail,high,Tier2,active,2023-01-20
CUST004206,Francis Ssewanyana,Ugandan,Hoima,retail,medium,Tier3,dormant,2025-02-20
CUST004207,Winnie Kabuye,Ugandan,Lira,retail,medium,Tier2,dormant,2025-02-03
CUST004208,Gertrude Nakitto,Ugandan,Fort Portal,retail,low,Tier1,active,2026-01-28
CUST004209,Lawrence Tumusiime,Ugandan,Gomba,retail,high,Tier3,active,2023-05-17
CUST004210,Patience Atim,Ugandan,Wakiso,retail,medium,Tier3,dormant,2023-11-24
CUST004211,Nabulime Kisembo,Ugandan,Kampala,retail,low,Tier3,active,2023-06-16
CUST004212,Grace Kigozi,Ugandan,Arua,retail,low,Tier2,active,2025-08-13
CUST004213,Joan Namaganda,Ugandan,Mukono,retail,low,Tier2,active,2023-02-15
CUST004214,Patrick Kamanzi,Ugandan,Lira,retail,medium,Tier1,active,2023-04-22
CUST004215,Lucy Namaganda,Ugandan,Wakiso,retail,medium,Tier1,active,2023-10-26
CUST004216,Atim Nakaggwa,Ugandan,Wakiso,retail,high,Tier3,active,2024-09-12
CUST004217,Evelyn Anderson,South Sudanese,Kampala,retail,high,Tier1,dormant,2024-06-04
CUST004218,Richard Tibyangye,Ugandan,Lira,retail,low,Tier2,dormant,2024-01-08
CUST004219,Lloyd Bagiire,Ugandan,Bundibugyo,retail,high,Tier1,active,2025-11-26
CUST004220,Edwin Acen,Ugandan,Soroti,retail,high,Tier2,dormant,2024-04-15
CUST004221,Victor Nabunya,Ugandan,Kampala,retail,high,Tier2,active,2023-05-27
CUST004222,Diana Bukenya,Ugandan,Fort Portal,retail,high,Tier1,active,2024-02-10
CUST004223,Paul Nakibuuka,Ugandan,Mbale,retail,low,Tier1,active,2023-04-08
CUST004224,Olivia Anderson,Rwandan,Hoima,retail,low,Tier3,restricted,2024-04-10
CUST004225,Judy Bukenya,Ugandan,Lyantonde,retail,medium,Tier2,restricted,2025-03-12
CUST004226,Sheila Nakacwa,Ugandan,Iganga,retail,low,Tier3,active,2023-01-18
CUST004227,John Ouma,Ugandan,Jinja,retail,low,Tier1,restricted,2024-07-30
CUST004228,Mark Ssempijja,Ugandan,Wakiso,retail,medium,Tier2,active,2026-02-27
CUST004229,Nancy Nakitto,Ugandan,Kampala,retail,low,Tier1,dormant,2025-09-02
CUST004230,Nandutu Nanyonjo,Ugandan,Mbarara,retail,medium,Tier2,restricted,2025-10-24
CUST004231,Elijah Naddumba,Ugandan,Gulu,retail,medium,Tier2,active,2025-04-17
CUST004232,Aisha Kamara,Ugandan,Mukono,retail,medium,Tier2,restricted,2024-11-28
CUST004233,Florence Mitala,Ugandan,Wakiso,retail,high,Tier2,active,2024-08-24
CUST004234,Walter Acen,Ugandan,Butambala,retail,medium,Tier2,active,2023-06-10
CUST004235,Ian Ntambi,Ugandan,Mukono,retail,high,Tier1,active,2024-05-16
CUST004236,Martin Kayemba,Ugandan,Mukono,retail,low,Tier3,active,2023-01-11
CUST004237,Achan Kansiime,Ugandan,Kampala,retail,low,Tier1,dormant,2023-09-01
CUST004238,Faith Mulyagonja,Ugandan,Kamuli,retail,high,Tier2,active,2026-01-10
CUST004239,Lawrence Yiga,Ugandan,Masaka,retail,low,Tier1,dormant,2025-09-16
CUST004240,Fatima Jackson,Tanzanian,Mukono,retail,high,Tier2,active,2023-03-19
CUST004241,Valerie Chemutai,Ugandan,Mukono,retail,high,Tier3,restricted,2024-10-31
CUST004242,Akiiki Ninsiima,Ugandan,Butambala,retail,low,Tier1,active,2023-03-13
CUST004243,Liam Baker,South Sudanese,Mukono,retail,low,Tier2,active,2025-06-01
CUST004244,Paul Nabawanuka,Ugandan,Iganga,retail,medium,Tier3,restricted,2023-02-16
CUST004245,Naggayi Namutebi,Ugandan,Soroti,retail,low,Tier3,active,2024-08-27
CUST004246,Warren Ssempijja,Ugandan,Mukono,retail,high,Tier1,active,2025-03-22
CUST004247,Valerie Nakalema,Ugandan,Mbarara,retail,low,Tier1,active,2023-06-02
CUST004248,Abraham Mitala,Ugandan,Kyenjojo,retail,high,Tier2,restricted,2025-08-09
CUST004249,Naava Mukwaya,Ugandan,Lira,retail,low,Tier3,restricted,2025-12-27
CUST004250,Charlotte Wright,Burundian,Masaka,retail,medium,Tier3,dormant,2024-04-05
CUST004251,Mary Nanyonjo,Ugandan,Jinja,retail,medium,Tier3,active,2024-05-17
CUST004252,Nakanwagi Ninsiima,Ugandan,Kampala,retail,medium,Tier1,dormant,2025-10-04
CUST004253,Grace Wilson,Rwandan,Wakiso,retail,low,Tier3,dormant,2024-07-26
CUST004254,Warren Byaruhanga,Ugandan,Wakiso,retail,high,Tier3,restricted,2024-01-09
CUST004255,Fred Nakiyingi,Ugandan,Mbarara,retail,low,Tier3,dormant,2023-10-29
CUST004256,Charles Oringa,Ugandan,Mukono,retail,low,Tier1,dormant,2023-09-24
CUST004257,Joshua Gitta,Ugandan,Masaka,retail,low,Tier3,active,2025-06-30
CUST004258,Noah Nabirye,Ugandan,Mukono,retail,medium,Tier1,active,2023-02-03
