card_id,account_id,customer_id,card_type,network,masked_pan,issued_at,expiry_month,expiry_year,card_status
CARD003375,ACC004932,CUST004932,debit,Mastercard,4000-00XX-XX0671,2024-04-15,06,2028,active
CARD003376,ACC004933,CUST004933,debit,Verve,4000-00XX-XX2018,2024-04-13,03,2031,active
CARD003377,ACC004935,CUST004935,virtual,Mastercard,4000-00XX-XX6367,2023-09-13,08,2030,active
CARD003378,ACC004936,CUST004936,debit,Visa,4000-00XX-XX2342,2024-12-28,11,2031,blocked
CARD003379,ACC004937,CUST004937,virtual,Visa,4000-00XX-XX0316,2025-05-29,04,2031,active
CARD003380,ACC004939,CUST004939,virtual,Mastercard,4000-00XX-XX0810,2025-10-20,08,2030,blocked
CARD003381,ACC004940,CUST004940,debit,Verve,4000-00XX-XX1391,2023-03-28,12,2029,blocked
CARD003382,ACC004942,CUST004942,debit,Visa,4000-00XX-XX3073,2023-07-29,01,2031,blocked
CARD003383,ACC004943,CUST004943,virtual,Visa,4000-00XX-XX5044,2024-07-08,06,2031,active
CARD003384,ACC004944,CUST004944,virtual,Verve,4000-00XX-XX6379,2025-05-24,03,2028,active
CARD003385,ACC004946,CUST004946,debit,Mastercard,4000-00XX-XX3772,2025-02-23,04,2031,blocked
CARD003386,ACC004947,CUST004947,debit,Mastercard,4000-00XX-XX1615,2023-03-21,03,2028,blocked
CARD003387,ACC004948,CUST004948,debit,Mastercard,4000-00XX-XX3733,2023-03-19,10,2028,blocked
CARD003388,ACC004949,CUST004949,virtual,Visa,4000-00XX-XX7280,2025-06-19,04,2031,active
CARD003389,ACC004950,CUST004950,virtual,Visa,4000-00XX-XX2688,2023-01-26,12,2030,active
CARD003390,ACC004953,CUST004953,virtual,Mastercard,4000-00XX-XX6387,2023-05-25,02,2030,blocked
CARD003391,ACC004954,CUST004954,virtual,Mastercard,4000-00XX-XX5886,2023-08-24,09,2030,blocked
CARD003392,ACC004957,CUST004957,virtual,Verve,4000-00XX-XX2267,2025-11-16,10,2029,blocked
CARD003393,ACC004958,CUST004958,virtual,Verve,4000-00XX-XX0332,2023-11-07,06,2030,blocked
CARD003394,ACC004959,CUST004959,virtual,Verve,4000-00XX-XX7299,2023-01-29,08,2030,active
CARD003395,ACC004961,CUST004961,virtual,Mastercard,4000-00XX-XX3340,2025-08-28,12,2028,active
CARD003396,ACC004963,CUST004963,virtual,Visa,4000-00XX-XX7466,2024-02-28,09,2031,blocked
CARD003397,ACC004964,CUST004964,debit,Mastercard,4000-00XX-XX6548,2023-03-20,08,2029,active
CARD003398,ACC004965,CUST004965,debit,Verve,4000-00XX-XX0874,2025-06-20,09,2031,blocked
CARD003399,ACC004966,CUST004966,virtual,Mastercard,4000-00XX-XX7894,2025-08-29,09,2031,active
CARD003400,ACC004968,CUST004968,debit,Mastercard,4000-00XX-XX9935,2025-10-08,12,2030,blocked
CARD003401,ACC004969,CUST004969,debit,Verve,4000-00XX-XX8629,2023-05-22,04,2030,blocked
CARD003402,ACC004971,CUST004971,virtual,Mastercard,4000-00XX-XX2034,2023-12-29,04,2031,active
CARD003403,ACC004972,CUST004972,debit,Visa,4000-00XX-XX7518,2024-12-01,07,2031,active
CARD003404,ACC004973,CUST004973,virtual,Verve,4000-00XX-XX0065,2023-01-21,06,2031,active
CARD003405,ACC004974,CUST004974,virtual,Verve,4000-00XX-XX1273,2025-03-22,07,2030,active
CARD003406,ACC004975,CUST004975,debit,Mastercard,4000-00XX-XX7016,2025-10-12,11,2029,active
CARD003407,ACC004978,CUST004978,virtual,Visa,4000-00XX-XX2526,2023-07-08,08,2028,active
CARD003408,ACC004979,CUST004979,debit,Mastercard,4000-00XX-XX4141,2023-07-23,01,2028,blocked
CARD003409,ACC004982,CUST004982,debit,Verve,4000-00XX-XX5854,2025-10-25,11,2028,active
CARD003410,ACC004983,CUST004983,debit,Verve,4000-00XX-XX2769,2024-06-09,02,2029,active
CARD003411,ACC004984,CUST004984,virtual,Verve,4000-00XX-XX2981,2024-01-05,07,2031,active
CARD003412,ACC004985,CUST004985,debit,Visa,4000-00XX-XX9786,2024-06-01,05,2029,blocked
CARD003413,ACC004988,CUST004988,virtual,Verve,4000-00XX-XX6295,2024-11-13,08,2028,active
CARD003414,ACC004989,CUST004989,debit,Visa,4000-00XX-XX5759,2023-09-04,01,2029,active
CARD003415,ACC004991,CUST004991,debit,Verve,4000-00XX-XX2669,2025-12-14,09,2028,active
CARD003416,ACC004992,CUST004992,debit,Verve,4000-00XX-XX9537,2024-02-13,10,2028,blocked
CARD003417,ACC004993,CUST004993,virtual,Mastercard,4000-00XX-XX5589,2025-04-01,08,2028,active
CARD003418,ACC004996,CUST004996,debit,Verve,4000-00XX-XX9959,2025-12-12,10,2028,active
CARD003419,ACC004997,CUST004997,debit,Verve,4000-00XX-XX5715,2024-04-02,04,2031,active
CARD003420,ACC004998,CUST004998,virtual,Visa,4000-00XX-XX7814,2022-12-29,08,2031,blocked
CARD003421,ACC005000,CUST005000,virtual,Mastercard,4000-00XX-XX6289,2024-07-17,01,2029,active
CARD003422,ACC005002,CUST005002,virtual,Verve,4000-00XX-XX6510,2025-08-24,04,2030,blocked
CARD003423,ACC005003,CUST005003,debit,Mastercard,4000-00XX-XX8135,2023-01-31,10,2028,active
CARD003424,ACC005004,CUST005004,virtual,Mastercard,4000-00XX-XX0799,2024-08-11,12,2029,blocked
CARD003425,ACC005005,CUST005005,debit,Verve,4000-00XX-XX6575,2024-08-18,06,2029,active
CARD003426,ACC005007,CUST005007,virtual,Verve,4000-00XX-XX4422,2023-06-22,11,2029,active
CARD003427,ACC005008,CUST005008,debit,Visa,4000-00XX-XX6459,2023-11-04,07,2031,active
CARD003428,ACC005009,CUST005009,debit,Mastercard,4000-00XX-XX8407,2022-12-24,04,2029,active
CARD003429,ACC005010,CUST005010,virtual,Visa,4000-00XX-XX9743,2024-02-21,10,2031,active
CARD003430,ACC005012,CUST005012,debit,Visa,4000-00XX-XX9158,2023-06-07,04,2028,blocked
CARD003431,ACC005013,CUST005013,debit,Visa,4000-00XX-XX9862,2023-05-17,11,2029,active
CARD003432,ACC005014,CUST005014,virtual,Mastercard,4000-00XX-XX0507,2024-10-17,03,2030,blocked
CARD003433,ACC005015,CUST005015,debit,Visa,4000-00XX-XX9786,2023-12-26,05,2031,active
CARD003434,ACC005016,CUST005016,debit,Mastercard,4000-00XX-XX8557,2023-12-11,09,2030,active
CARD003435,ACC005017,CUST005017,debit,Visa,4000-00XX-XX2644,2026-03-12,07,2028,blocked
CARD003436,ACC005018,CUST005018,debit,Verve,4000-00XX-XX8881,2025-08-18,01,2028,active
CARD003437,ACC005019,CUST005019,virtual,Mastercard,4000-00XX-XX0214,2026-02-17,10,2028,blocked
CARD003438,ACC005020,CUST005020,debit,Visa,4000-00XX-XX9311,2026-03-16,12,2029,active
CARD003439,ACC005021,CUST005021,virtual,Verve,4000-00XX-XX2129,2025-06-21,06,2028,active
CARD003440,ACC005022,CUST005022,virtual,Mastercard,4000-00XX-XX1311,2024-10-01,10,2030,active
CARD003441,ACC005024,CUST005024,debit,Mastercard,4000-00XX-XX5080,2025-12-05,05,2029,active
CARD003442,ACC005025,CUST005025,virtual,Visa,4000-00XX-XX5520,2026-01-28,11,2028,active
CARD003443,ACC005026,CUST005026,debit,Verve,4000-00XX-XX1056,2025-11-17,10,2031,active
CARD003444,ACC005028,CUST005028,virtual,Visa,4000-00XX-XX9082,2024-08-17,02,2030,blocked
CARD003445,ACC005029,CUST005029,debit,Mastercard,4000-00XX-XX2755,2023-08-08,05,2029,active
CARD003446,ACC005030,CUST005030,debit,Mastercard,4000-00XX-XX1519,2025-07-16,07,2029,blocked
CARD003447,ACC005031,CUST005031,debit,Mastercard,4000-00XX-XX6106,2024-10-20,07,2029,active
CARD003448,ACC005032,CUST005032,virtual,Visa,4000-00XX-XX4186,2025-09-22,04,2030,blocked
CARD003449,ACC005033,CUST005033,virtual,Mastercard,4000-00XX-XX6137,2025-05-07,04,2028,active
CARD003450,ACC005035,CUST005035,debit,Verve,4000-00XX-XX8857,2023-12-28,08,2030,blocked
CARD003451,ACC005036,CUST005036,virtual,Visa,4000-00XX-XX5754,2023-08-10,01,2029,active
CARD003452,ACC005038,CUST005038,virtual,Verve,4000-00XX-XX2582,2023-03-18,07,2028,blocked
CARD003453,ACC005039,CUST005039,virtual,Visa,4000-00XX-XX9911,2023-10-05,04,2028,blocked
CARD003454,ACC005040,CUST005040,virtual,Mastercard,4000-00XX-XX7234,2024-09-15,02,2029,blocked
CARD003455,ACC005043,CUST005043,virtual,Mastercard,4000-00XX-XX0714,2026-03-17,04,2028,active
CARD003456,ACC005044,CUST005044,virtual,Visa,4000-00XX-XX3388,2024-07-11,04,2030,blocked
CARD003457,ACC005045,CUST005045,virtual,Verve,4000-00XX-XX8485,2024-04-15,02,2031,blocked
CARD003458,ACC005046,CUST005046,debit,Mastercard,4000-00XX-XX9203,2025-08-08,01,2031,active
CARD003459,ACC005049,CUST005049,virtual,Mastercard,4000-00XX-XX3059,2025-12-16,11,2030,active
CARD003460,ACC005050,CUST005050,debit,Visa,4000-00XX-XX5906,2023-08-22,06,2031,blocked
CARD003461,ACC005051,CUST005051,debit,Verve,4000-00XX-XX7385,2025-01-17,02,2028,active
CARD003462,ACC005052,CUST005052,virtual,Verve,4000-00XX-XX0091,2026-01-11,03,2028,active
CARD003463,ACC005053,CUST005053,virtual,Visa,4000-00XX-XX4743,2025-01-19,02,2030,active
CARD003464,ACC005054,CUST005054,debit,Verve,4000-00XX-XX9533,2025-01-16,01,2028,blocked
CARD003465,ACC005056,CUST005056,debit,Mastercard,4000-00XX-XX8174,2025-06-15,10,2030,active
CARD003466,ACC005058,CUST005058,virtual,Mastercard,4000-00XX-XX8155,2023-05-25,08,2028,blocked
CARD003467,ACC005060,CUST005060,virtual,Verve,4000-00XX-XX0335,2025-10-10,04,2031,blocked
CARD003468,ACC005063,CUST005063,virtual,Mastercard,4000-00XX-XX8953,2023-12-23,12,2031,blocked
CARD003469,ACC005064,CUST005064,debit,Verve,4000-00XX-XX1249,2023-11-11,03,2029,active
CARD003470,ACC005065,CUST005065,virtual,Mastercard,4000-00XX-XX3206,2024-07-14,05,2029,active
CARD003471,ACC005066,CUST005066,virtual,Visa,4000-00XX-XX5397,2024-08-14,01,2029,active
CARD003472,ACC005067,CUST005067,debit,Verve,4000-00XX-XX8349,2023-11-17,10,2029,active
CARD003473,ACC005068,CUST005068,virtual,Mastercard,4000-00XX-XX2458,2023-01-10,12,2030,active
CARD003474,ACC005069,CUST005069,debit,Visa,4000-00XX-XX5480,2023-09-27,09,2028,active
CARD003475,ACC005070,CUST005070,virtual,Visa,4000-00XX-XX2610,2023-08-14,04,2029,blocked
CARD003476,ACC005071,CUST005071,virtual,Visa,4000-00XX-XX4956,2024-03-19,08,2030,active
CARD003477,ACC005072,CUST005072,virtual,Verve,4000-00XX-XX9089,2024-11-05,12,2031,active
CARD003478,ACC005073,CUST005073,virtual,Mastercard,4000-00XX-XX4040,2024-06-08,11,2030,blocked
CARD003479,ACC005074,CUST005074,debit,Verve,4000-00XX-XX2957,2024-05-24,01,2031,blocked
CARD003480,ACC005075,CUST005075,virtual,Verve,4000-00XX-XX6979,2025-06-02,09,2028,active
CARD003481,ACC005078,CUST005078,debit,Mastercard,4000-00XX-XX7124,2025-12-08,05,2028,active
CARD003482,ACC005079,CUST005079,debit,Visa,4000-00XX-XX2684,2025-06-09,02,2031,blocked
CARD003483,ACC005080,CUST005080,debit,Verve,4000-00XX-XX6322,2025-03-01,03,2030,blocked
CARD003484,ACC005081,CUST005081,debit,Verve,4000-00XX-XX7007,2024-07-23,04,2028,active
CARD003485,ACC005083,CUST005083,virtual,Verve,4000-00XX-XX7807,2023-08-04,10,2029,active
CARD003486,ACC005084,CUST005084,debit,Verve,4000-00XX-XX5367,2023-09-07,06,2028,blocked
CARD003487,ACC005085,CUST005085,virtual,Mastercard,4000-00XX-XX4868,2023-05-17,08,2031,blocked
CARD003488,ACC005086,CUST005086,virtual,Mastercard,4000-00XX-XX4106,2025-10-15,11,2031,active
CARD003489,ACC005088,CUST005088,virtual,Verve,4000-00XX-XX1977,2024-04-24,07,2028,blocked
CARD003490,ACC005089,CUST005089,virtual,Verve,4000-00XX-XX0694,2024-11-06,11,2030,active
CARD003491,ACC005092,CUST005092,virtual,Visa,4000-00XX-XX9791,2024-09-16,11,2029,blocked
CARD003492,ACC005093,CUST005093,virtual,Verve,4000-00XX-XX0215,2023-01-31,06,2028,active
CARD003493,ACC005094,CUST005094,debit,Visa,4000-00XX-XX8299,2023-01-24,01,2031,active
CARD003494,ACC005095,CUST005095,virtual,Verve,4000-00XX-XX3432,2025-06-13,12,2031,blocked
CARD003495,ACC005096,CUST005096,debit,Visa,4000-00XX-XX3744,2024-01-03,06,2029,active
CARD003496,ACC005098,CUST005098,virtual,Mastercard,4000-00XX-XX4735,2024-06-08,11,2030,active
CARD003497,ACC005099,CUST005099,debit,Verve,4000-00XX-XX0209,2025-09-07,01,2029,blocked
CARD003498,ACC005102,CUST005102,virtual,Visa,4000-00XX-XX4973,2025-07-22,05,2030,blocked
CARD003499,ACC005103,CUST005103,debit,Visa,4000-00XX-XX8040,2025-08-04,08,2028,active
CARD003500,ACC005104,CUST005104,virtual,Visa,4000-00XX-XX2665,2024-12-23,01,2028,active
CARD003501,ACC005105,CUST005105,debit,Mastercard,4000-00XX-XX3451,2024-12-07,04,2029,active
CARD003502,ACC005109,CUST005109,virtual,Verve,4000-00XX-XX6098,2024-11-19,07,2031,active
CARD003503,ACC005110,CUST005110,virtual,Mastercard,4000-00XX-XX7216,2023-03-24,12,2029,blocked
CARD003504,ACC005111,CUST005111,debit,Verve,4000-00XX-XX4994,2025-11-17,01,2029,active
CARD003505,ACC005113,CUST005113,debit,Mastercard,4000-00XX-XX1682,2026-03-30,04,2031,blocked
CARD003506,ACC005114,CUST005114,virtual,Visa,4000-00XX-XX0260,2023-09-06,07,2029,active
CARD003507,ACC005115,CUST005115,virtual,Verve,4000-00XX-XX4052,2026-03-21,07,2028,active
CARD003508,ACC005116,CUST005116,debit,Verve,4000-00XX-XX4536,2026-01-15,09,2028,active
CARD003509,ACC005119,CUST005119,virtual,Verve,4000-00XX-XX2156,2024-02-16,07,2028,active
CARD003510,ACC005120,CUST005120,debit,Visa,4000-00XX-XX5816,2023-03-27,10,2029,active
CARD003511,ACC005121,CUST005121,virtual,Mastercard,4000-00XX-XX8331,2024-07-07,11,2031,active
CARD003512,ACC005122,CUST005122,debit,Visa,4000-00XX-XX1046,2023-06-18,02,2031,active
CARD003513,ACC005123,CUST005123,virtual,Visa,4000-00XX-XX9926,2023-04-10,06,2029,active
CARD003514,ACC005124,CUST005124,debit,Visa,4000-00XX-XX8649,2025-02-18,11,2029,active
CARD003515,ACC005127,CUST005127,debit,Visa,4000-00XX-XX9409,2025-02-13,04,2028,active
CARD003516,ACC005128,CUST005128,virtual,Verve,4000-00XX-XX2490,2024-10-11,07,2029,active
CARD003517,ACC005129,CUST005129,debit,Visa,4000-00XX-XX3717,2024-11-26,03,2030,blocked
CARD003518,ACC005130,CUST005130,debit,Verve,4000-00XX-XX7734,2023-07-25,06,2029,blocked
CARD003519,ACC005131,CUST005131,virtual,Mastercard,4000-00XX-XX3744,2023-01-02,06,2029,active
CARD003520,ACC005132,CUST005132,virtual,Visa,4000-00XX-XX8517,2024-05-18,01,2028,active
CARD003521,ACC005134,CUST005134,debit,Visa,4000-00XX-XX8156,2025-05-13,02,2028,blocked
CARD003522,ACC005135,CUST005135,virtual,Visa,4000-00XX-XX0071,2023-01-07,02,2030,blocked
CARD003523,ACC005138,CUST005138,debit,Mastercard,4000-00XX-XX0331,2024-12-09,02,2030,active
CARD003524,ACC005141,CUST005141,virtual,Visa,4000-00XX-XX4734,2023-07-09,01,2029,active
CARD003525,ACC005144,CUST005144,debit,Verve,4000-00XX-XX8436,2026-01-26,08,2031,blocked
CARD003526,ACC005145,CUST005145,debit,Visa,4000-00XX-XX1636,2023-06-16,01,2031,blocked
CARD003527,ACC005146,CUST005146,debit,Verve,4000-00XX-XX5405,2023-04-02,04,2031,blocked
CARD003528,ACC005148,CUST005148,virtual,Mastercard,4000-00XX-XX7797,2023-06-22,04,2028,active
CARD003529,ACC005149,CUST005149,virtual,Visa,4000-00XX-XX2621,2024-02-20,04,2028,active
CARD003530,ACC005151,CUST005151,debit,Verve,4000-00XX-XX2012,2023-10-09,02,2029,active
CARD003531,ACC005152,CUST005152,debit,Verve,4000-00XX-XX5727,2023-06-02,12,2028,blocked
CARD003532,ACC005153,CUST005153,debit,Mastercard,4000-00XX-XX9354,2025-09-11,04,2028,active
CARD003533,ACC005154,CUST005154,virtual,Mastercard,4000-00XX-XX7339,2025-11-02,03,2030,blocked
CARD003534,ACC005155,CUST005155,debit,Mastercard,4000-00XX-XX2850,2025-08-10,07,2028,active
CARD003535,ACC005156,CUST005156,debit,Verve,4000-00XX-XX1710,2026-02-10,11,2031,active
CARD003536,ACC005158,CUST005158,debit,Mastercard,4000-00XX-XX0398,2023-01-27,10,2029,blocked
CARD003537,ACC005159,CUST005159,debit,Mastercard,4000-00XX-XX0573,2024-01-02,11,2029,active
CARD003538,ACC005161,CUST005161,debit,Mastercard,4000-00XX-XX1577,2024-04-22,08,2028,blocked
CARD003539,ACC005163,CUST005163,debit,Verve,4000-00XX-XX7704,2025-11-14,12,2028,blocked
CARD003540,ACC005164,CUST005164,debit,Verve,4000-00XX-XX8362,2023-07-23,10,2029,active
CARD003541,ACC005165,CUST005165,virtual,Mastercard,4000-00XX-XX7433,2025-08-08,11,2030,blocked
CARD003542,ACC005166,CUST005166,virtual,Verve,4000-00XX-XX6897,2023-08-17,04,2028,blocked
CARD003543,ACC005167,CUST005167,virtual,Visa,4000-00XX-XX4232,2024-11-01,04,2031,active
CARD003544,ACC005168,CUST005168,virtual,Mastercard,4000-00XX-XX9985,2022-12-19,01,2031,active
CARD003545,ACC005169,CUST005169,debit,Visa,4000-00XX-XX0956,2023-04-27,02,2028,blocked
CARD003546,ACC005170,CUST005170,debit,Verve,4000-00XX-XX3451,2023-02-04,11,2029,active
CARD003547,ACC005171,CUST005171,virtual,Mastercard,4000-00XX-XX7268,2025-10-30,10,2029,blocked
CARD003548,ACC005172,CUST005172,debit,Mastercard,4000-00XX-XX2185,2023-09-18,08,2030,active
CARD003549,ACC005174,CUST005174,virtual,Visa,4000-00XX-XX2391,2026-01-13,01,2030,blocked
CARD003550,ACC005175,CUST005175,debit,Mastercard,4000-00XX-XX2656,2024-08-26,10,2028,blocked
CARD003551,ACC005176,CUST005176,debit,Mastercard,4000-00XX-XX1633,2024-10-06,10,2031,active
CARD003552,ACC005177,CUST005177,virtual,Mastercard,4000-00XX-XX5458,2023-11-07,12,2029,active
CARD003553,ACC005178,CUST005178,virtual,Mastercard,4000-00XX-XX3346,2023-12-30,03,2030,blocked
CARD003554,ACC005179,CUST005179,virtual,Visa,4000-00XX-XX7204,2024-04-26,09,2031,active
CARD003555,ACC005180,CUST005180,virtual,Visa,4000-00XX-XX2055,2024-12-18,12,2029,blocked
CARD003556,ACC005181,CUST005181,virtual,Verve,4000-00XX-XX5389,2025-11-21,04,2028,active
CARD003557,ACC005182,CUST005182,virtual,Verve,4000-00XX-XX4289,2024-05-03,02,2031,active
CARD003558,ACC005184,CUST005184,virtual,Mastercard,4000-00XX-XX5004,2023-08-20,01,2030,active
CARD003559,ACC005186,CUST005186,virtual,Verve,4000-00XX-XX5726,2025-03-26,05,2028,active
CARD003560,ACC005187,CUST005187,virtual,Verve,4000-00XX-XX6972,2023-07-25,02,2028,active
CARD003561,ACC005188,CUST005188,debit,Mastercard,4000-00XX-XX4904,2025-03-16,02,2029,blocked
CARD003562,ACC005190,CUST005190,virtual,Mastercard,4000-00XX-XX8486,2024-07-25,03,2031,active
CARD003563,ACC005191,CUST005191,debit,Visa,4000-00XX-XX7629,2026-03-28,07,2029,blocked
CARD003564,ACC005192,CUST005192,debit,Visa,4000-00XX-XX1456,2023-06-25,11,2031,active
CARD003565,ACC005193,CUST005193,debit,Visa,4000-00XX-XX1422,2025-03-21,11,2028,blocked
CARD003566,ACC005194,CUST005194,debit,Mastercard,4000-00XX-XX0200,2023-01-29,07,2028,active
CARD003567,ACC005195,CUST005195,debit,Visa,4000-00XX-XX5900,2024-12-27,03,2031,active
CARD003568,ACC005196,CUST005196,debit,Verve,4000-00XX-XX4703,2024-08-06,09,2029,active
CARD003569,ACC005197,CUST005197,debit,Mastercard,4000-00XX-XX8503,2023-01-03,02,2028,blocked
CARD003570,ACC005198,CUST005198,virtual,Mastercard,4000-00XX-XX0866,2023-10-19,07,2028,active
CARD003571,ACC005199,CUST005199,virtual,Mastercard,4000-00XX-XX3134,2023-02-21,04,2029,blocked
CARD003572,ACC005200,CUST005200,debit,Mastercard,4000-00XX-XX9692,2026-01-18,01,2029,blocked
CARD003573,ACC005201,CUST005201,debit,Verve,4000-00XX-XX6459,2023-07-17,09,2028,active
CARD003574,ACC005203,CUST005203,debit,Visa,4000-00XX-XX4120,2024-08-24,07,2031,active
CARD003575,ACC005204,CUST005204,virtual,Mastercard,4000-00XX-XX2024,2023-03-03,04,2029,blocked
CARD003576,ACC005205,CUST005205,virtual,Mastercard,4000-00XX-XX4153,2026-03-09,03,2031,active
CARD003577,ACC005206,CUST005206,virtual,Visa,4000-00XX-XX7954,2024-04-23,12,2031,blocked
CARD003578,ACC005207,CUST005207,debit,Verve,4000-00XX-XX8572,2025-01-13,06,2031,active
CARD003579,ACC005208,CUST005208,virtual,Mastercard,4000-00XX-XX9136,2023-11-16,11,2030,active
CARD003580,ACC005209,CUST005209,debit,Verve,4000-00XX-XX5224,2026-04-01,02,2028,blocked
CARD003581,ACC005210,CUST005210,virtual,Verve,4000-00XX-XX4220,2025-03-30,12,2031,active
CARD003582,ACC005213,CUST005213,debit,Visa,4000-00XX-XX7669,2024-10-18,12,2028,active
CARD003583,ACC005215,CUST005215,debit,Mastercard,4000-00XX-XX7663,2026-02-08,09,2028,active
CARD003584,ACC005220,CUST005220,debit,Mastercard,4000-00XX-XX2669,2023-01-05,03,2030,blocked
CARD003585,ACC005222,CUST005222,debit,Visa,4000-00XX-XX8321,2025-05-10,09,2031,active
CARD003586,ACC005223,CUST005223,debit,Verve,4000-00XX-XX3075,2025-09-16,11,2030,active
CARD003587,ACC005224,CUST005224,debit,Verve,4000-00XX-XX8196,2024-08-18,10,2030,active
CARD003588,ACC005225,CUST005225,virtual,Visa,4000-00XX-XX4119,2025-07-31,01,2029,blocked
CARD003589,ACC005226,CUST005226,debit,Verve,4000-00XX-XX5620,2025-09-02,06,2029,blocked
CARD003590,ACC005228,CUST005228,debit,Mastercard,4000-00XX-XX0956,2023-04-15,08,2028,active
CARD003591,ACC005229,CUST005229,debit,Mastercard,4000-00XX-XX4740,2024-06-29,10,2030,active
CARD003592,ACC005230,CUST005230,debit,Visa,4000-00XX-XX9354,2023-01-02,02,2031,blocked
CARD003593,ACC005232,CUST005232,debit,Mastercard,4000-00XX-XX2564,2023-07-25,11,2028,blocked
CARD003594,ACC005233,CUST005233,debit,Visa,4000-00XX-XX4846,2026-01-26,02,2029,active
CARD003595,ACC005234,CUST005234,virtual,Verve,4000-00XX-XX0640,2026-01-29,07,2029,active
CARD003596,ACC005235,CUST005235,virtual,Mastercard,4000-00XX-XX1249,2024-11-07,12,2031,active
CARD003597,ACC005236,CUST005236,debit,Visa,4000-00XX-XX6280,2023-07-08,06,2031,blocked
CARD003598,ACC005237,CUST005237,virtual,Verve,4000-00XX-XX5575,2024-11-19,04,2029,active
CARD003599,ACC005238,CUST005238,virtual,Verve,4000-00XX-XX4693,2025-12-03,07,2030,blocked
CARD003600,ACC005239,CUST005239,debit,Verve,4000-00XX-XX1523,2023-04-22,05,2029,active
CARD003601,ACC005240,CUST005240,debit,Verve,4000-00XX-XX3063,2025-11-24,04,2028,active
CARD003602,ACC005244,CUST005244,virtual,Mastercard,4000-00XX-XX0958,2025-12-15,05,2030,blocked
CARD003603,ACC005245,CUST005245,debit,Mastercard,4000-00XX-XX2525,2024-04-05,12,2028,active
CARD003604,ACC005248,CUST005248,debit,Visa,4000-00XX-XX7204,2026-02-26,04,2030,blocked
CARD003605,ACC005249,CUST005249,virtual,Visa,4000-00XX-XX8143,2024-09-29,02,2028,blocked
CARD003606,ACC005251,CUST005251,debit,Visa,4000-00XX-XX5164,2023-04-09,12,2031,blocked
CARD003607,ACC005252,CUST005252,debit,Visa,4000-00XX-XX2758,2024-08-06,06,2030,active
CARD003608,ACC005253,CUST005253,debit,Mastercard,4000-00XX-XX0855,2024-04-30,07,2030,blocked
CARD003609,ACC005254,CUST005254,debit,Visa,4000-00XX-XX3674,2024-05-14,12,2030,active
CARD003610,ACC005255,CUST005255,debit,Verve,4000-00XX-XX9362,2023-02-01,06,2028,blocked
CARD003611,ACC005256,CUST005256,debit,Visa,4000-00XX-XX6099,2025-07-07,01,2031,active
CARD003612,ACC005257,CUST005257,debit,Visa,4000-00XX-XX8897,2025-08-25,05,2028,blocked
CARD003613,ACC005258,CUST005258,virtual,Verve,4000-00XX-XX8494,2023-08-12,12,2030,blocked
CARD003614,ACC005259,CUST005259,virtual,Verve,4000-00XX-XX5366,2022-12-29,10,2031,blocked
CARD003615,ACC005260,CUST005260,virtual,Mastercard,4000-00XX-XX2403,2024-07-21,10,2028,active
CARD003616,ACC005261,CUST005261,virtual,Mastercard,4000-00XX-XX7701,2026-01-05,04,2028,active
CARD003617,ACC005262,CUST005262,virtual,Mastercard,4000-00XX-XX7722,2022-12-22,06,2028,active
CARD003618,ACC005264,CUST005264,virtual,Mastercard,4000-00XX-XX2412,2024-03-27,01,2031,active
CARD003619,ACC005265,CUST005265,debit,Mastercard,4000-00XX-XX9045,2023-03-21,10,2028,active
CARD003620,ACC005267,CUST005267,virtual,Mastercard,4000-00XX-XX0530,2023-05-24,11,2031,active
CARD003621,ACC005269,CUST005269,virtual,Verve,4000-00XX-XX0349,2023-12-07,06,2028,blocked
CARD003622,ACC005270,CUST005270,virtual,Verve,4000-00XX-XX1121,2025-03-21,05,2031,active
CARD003623,ACC005271,CUST005271,debit,Visa,4000-00XX-XX6839,2024-04-30,04,2028,blocked
CARD003624,ACC005272,CUST005272,debit,Mastercard,4000-00XX-XX4681,2024-02-04,04,2028,active
CARD003625,ACC005273,CUST005273,debit,Mastercard,4000-00XX-XX3682,2024-10-05,07,2028,active
CARD003626,ACC005278,CUST005278,debit,Mastercard,4000-00XX-XX2043,2025-03-27,06,2028,blocked
CARD003627,ACC005279,CUST005279,debit,Visa,4000-00XX-XX1519,2023-10-10,01,2030,active
CARD003628,ACC005282,CUST005282,debit,Mastercard,4000-00XX-XX1920,2026-03-05,11,2030,active
CARD003629,ACC005284,CUST005284,debit,Mastercard,4000-00XX-XX3651,2025-12-30,02,2029,blocked
CARD003630,ACC005285,CUST005285,debit,Mastercard,4000-00XX-XX1377,2023-08-15,10,2029,active
CARD003631,ACC005291,CUST005291,virtual,Visa,4000-00XX-XX6543,2025-09-22,02,2028,active
CARD003632,ACC005293,CUST005293,debit,Visa,4000-00XX-XX7257,2024-03-29,10,2030,active
CARD003633,ACC005294,CUST005294,debit,Mastercard,4000-00XX-XX5195,2025-10-01,02,2029,blocked
CARD003634,ACC005295,CUST005295,debit,Verve,4000-00XX-XX8711,2024-08-01,10,2029,blocked
CARD003635,ACC005296,CUST005296,debit,Mastercard,4000-00XX-XX5436,2024-09-04,06,2028,active
CARD003636,ACC005298,CUST005298,virtual,Mastercard,4000-00XX-XX6052,2025-11-17,06,2031,active
CARD003637,ACC005300,CUST005300,debit,Visa,4000-00XX-XX5460,2023-08-01,12,2031,active
